streak_length,missed_days_last_7,checkin_hour_avg,engagement_freq,days_since_last,goal_age_days,label
26,6,7,0.1509191944747726,9,39,0
42,6,4,0.17649350667288183,3,178,0
6,3,9,0.9023916743799825,6,162,0
23,3,11,0.32183832250832745,3,56,0
16,1,21,0.0,16,11,0
67,5,6,1.0,3,47,0
33,6,15,0.6118930738969044,10,43,0
14,0,20,0.7425629028559072,9,104,0
33,6,4,0.6833908315155203,6,73,0
57,0,4,1.0,1,63,0
0,2,14,0.5441748932662414,0,97,0
23,0,23,0.5990248720426107,5,101,0
19,0,23,0.8388258508469163,15,51,0
54,7,10,1.0,13,114,0
52,2,16,0.4650514718852485,8,1,0
25,0,21,0.9514696977072666,13,38,0
23,4,23,0.8553345822549531,5,137,0
18,0,4,0.9831282818356124,0,29,0
42,4,8,1.0,7,171,0
13,7,3,0.8966830124045023,7,51,0
24,0,4,0.5683007489680634,8,115,0
40,7,3,0.8242329084790572,4,43,0
25,3,5,0.13544658417408362,0,84,0
61,1,9,0.6891797165999094,7,59,0
6,2,7,0.480140138608703,2,94,0
64,0,15,0.8010896395566328,17,29,0
39,2,6,1.0,10,87,0
14,4,10,0.9188555001448472,10,64,0
31,6,5,0.2730880088754728,11,124,0
40,6,3,0.7659000606963443,10,38,0
22,3,4,0.8531218831267088,12,111,0
53,5,8,0.8365007689075483,1,77,0
41,0,1,0.5589526855089528,0,156,0
24,7,22,0.38055533022010957,11,179,0
63,3,12,0.21675806754606733,8,78,0
28,5,16,0.5335678658409597,0,137,0
54,0,7,0.2592254881817046,3,77,0
9,0,13,0.6641285685579494,5,72,0
19,2,20,1.0,1,164,0
23,0,18,0.9245672289567151,13,37,0
20,5,4,0.9219909781379236,11,54,0
31,0,7,0.3911922233365973,6,126,0
59,6,19,0.310056107433621,10,1,0
63,5,13,0.23023358412442033,15,85,0
23,2,18,0.4541246661849343,3,176,0
0,0,10,0.32974408343924666,0,71,0
21,0,13,0.9274374234602182,17,35,0
53,5,16,0.9084784256144772,10,129,0
3,7,7,0.20636265374911414,3,76,0
46,4,21,0.19673149269759735,9,88,0
47,0,10,0.5935750530293727,10,82,0
15,3,3,1.0,13,126,0
8,1,15,0.4429088420722702,7,103,0
28,4,12,0.32733608293381244,3,160,0
30,2,9,1.0,10,146,0
38,0,23,0.5071301828662717,10,79,0
49,0,9,0.5324741942811988,6,63,0
59,0,18,0.7130629152220427,6,125,0
69,2,7,0.900256694027588,3,46,0
0,4,17,0.47193968190452157,0,79,0
35,6,5,0.8838568111817678,4,107,0
55,2,5,0.40510848365298324,8,42,0
55,3,16,0.15115607571831857,15,60,0
41,2,6,0.4635807457142289,1,122,0
54,3,5,0.9238206506628917,0,50,0
55,0,8,0.4010140532267539,2,172,0
14,0,17,0.8401723012754061,14,33,0
53,1,9,0.6779257004822842,15,136,0
57,0,12,0.8677728292138329,8,114,0
42,4,14,0.7020669675546907,18,157,0
62,0,18,0.9804898051587803,6,113,0
60,6,8,1.0,11,168,0
16,3,15,0.8240522149837123,1,131,0
36,2,17,1.0,11,149,0
2,0,20,0.44186487744971514,2,113,0
15,0,17,0.1973001627673548,6,35,0
35,5,5,0.8079902730047045,2,56,0
6,2,15,0.5462752027558555,5,69,0
34,6,21,0.48020172118900084,14,166,0
11,0,6,0.5395151797161808,11,115,0
42,5,4,0.35411261016892576,10,123,0
4,1,16,0.5258128647051237,1,125,0
43,2,4,0.8910067455859962,7,141,0
50,7,15,0.559527180296401,6,120,0
3,1,15,0.39522544927664666,3,124,0
12,0,20,0.7894904681278943,9,61,0
7,7,9,0.2457034297338125,7,109,1
23,0,16,0.5125933621768802,14,102,0
35,0,7,1.0,4,110,0
18,4,22,1.0,5,169,0
55,0,9,0.5512515432806572,8,140,0
47,2,18,0.35774027631505156,16,73,0
41,2,6,0.4075471989194575,5,179,0
23,3,18,0.4329290715560078,13,92,0
44,7,15,0.4599702555464729,5,93,0
36,5,5,0.2956361224660203,14,48,0
20,4,15,0.1835447811213215,11,122,0
37,1,20,0.2468568009415197,10,160,0
3,2,13,0.7447329062142665,3,123,0
62,0,5,0.67500749384958,6,151,0
29,3,4,1.0,6,119,0
43,7,4,0.10377916756975647,4,159,0
28,0,20,0.2569127372036245,6,125,0
41,5,17,0.9833967284707675,10,159,0
53,0,11,0.6158436409789335,9,158,0
13,5,6,0.31239051462518475,8,81,0
22,4,5,0.653012424667185,10,43,0
32,2,21,0.5102952626336044,10,75,0
58,3,16,1.0,4,14,0
11,2,14,0.19989779806308589,9,6,0
20,7,7,0.6221461358883211,10,46,0
35,5,16,0.8934727675136689,12,154,0
67,4,18,0.39528182739490214,6,6,0
22,0,16,0.8712963744649493,8,108,0
19,1,5,0.23958152817951425,6,165,0
3,1,10,0.3647988907246867,0,151,0
42,2,10,0.7477453640703481,11,149,0
30,0,13,0.2578935691560714,0,152,0
62,5,6,0.3478866255100487,14,125,0
50,5,11,0.8511665187235053,6,85,0
10,7,6,1.0,5,43,0
22,1,2,0.5666624891244336,4,178,0
36,5,3,0.686368055541795,10,37,0
6,1,8,0.5728777511883787,1,106,0
6,7,22,0.09071990358646817,4,50,0
33,0,20,0.21240625721462086,16,140,0
16,0,20,0.04925976943604961,9,2,0
50,0,7,0.8243829386664691,11,7,0
66,0,11,1.0,13,30,0
17,2,9,0.16230583712454327,9,163,0
20,5,4,1.0,8,46,0
38,5,15,0.6121833859675901,10,161,0
35,0,7,1.0,2,85,0
27,4,23,0.8931714275578799,9,113,0
36,1,23,0.9431315549054143,9,128,0
42,0,14,0.42898525834237355,6,149,0
33,0,15,0.8203475038031446,10,45,0
24,1,18,0.7069895139216049,1,54,0
36,2,17,0.3601139137665573,7,90,0
34,2,13,0.1258995616918619,0,58,0
35,5,4,0.18034528606513123,1,98,0
57,0,4,0.1618406688172456,3,78,0
17,5,22,0.47121506401797475,17,29,0
40,2,3,0.898232274863089,10,145,0
24,4,17,0.5728776467220528,4,68,0
29,7,4,0.9412316897034109,12,42,0
59,3,18,0.5421204391915336,4,89,0
8,7,4,0.3569974624872553,8,96,0
42,7,13,0.3821405739314162,8,106,0
44,4,20,0.9928422643145406,12,129,0
26,2,17,0.9464390616372165,4,167,0
33,6,19,0.3901380738801393,11,102,0
59,1,12,0.5766773017606028,8,48,0
16,0,8,0.5338836959495432,8,157,0
27,1,20,0.6668651819129219,5,185,0
41,7,9,0.909058941818718,4,51,0
24,1,23,0.33851204198265605,6,91,0
14,3,14,0.25290989949931225,9,142,0
11,0,12,0.18441049250753808,4,155,0
22,4,20,0.916170115350268,2,143,0
15,4,18,0.7785573402189646,0,157,0
44,6,16,0.03900676491020984,5,146,0
11,4,6,0.5253439237665318,3,106,0
46,7,21,0.3804124111103375,11,104,0
58,1,10,0.9279450075046858,12,51,0
10,7,9,0.5037971173320348,7,69,0
14,1,6,0.10373019464418588,14,88,0
18,6,23,0.8396684441230937,12,73,0
30,3,7,0.25671972041670466,2,35,0
35,4,5,0.8420315103053541,9,81,0
54,1,17,0.4996286799291924,1,150,0
23,4,11,0.3960076942256041,8,73,0
16,2,18,0.14869335979429682,16,7,0
44,3,3,0.25585228907931845,6,182,0
40,1,21,0.8350439796156724,3,43,0
24,5,18,0.8744672836959148,13,66,0
40,4,7,0.6270539708684452,1,148,0
8,0,8,0.6738780461735647,2,18,0
32,0,5,0.7109385321016082,4,124,0
56,0,17,0.3959649031224491,13,100,0
10,2,20,0.21107865304125772,2,92,0
15,2,5,0.8573222045544622,12,113,0
37,0,3,0.6132863434706957,1,110,0
29,0,23,0.26350146220177195,7,154,0
69,3,20,0.9166261410374066,18,161,0
16,0,17,0.6509406821057903,14,104,0
18,7,20,0.7351563890687343,0,146,0
42,4,13,0.897765441473624,10,156,0
43,4,5,0.8363640446662226,0,170,0
33,4,22,0.8840175910982118,4,151,0
62,6,23,0.8436362093657812,14,173,0
40,4,17,0.7514316715349902,8,137,0
50,6,14,0.1734921286393946,13,53,0
59,0,13,1.0,7,134,0
25,6,17,0.6817561564522955,0,84,0
49,1,17,0.37642747957380246,6,153,0
33,0,23,0.6731391538734308,7,95,0
29,7,15,0.9892115394012388,3,106,0
34,2,9,0.5817533282996209,9,51,0
45,7,8,0.7002306672773191,7,72,0
23,4,7,0.8379337935427074,11,105,0
38,4,6,0.15731763190500606,11,149,0
38,3,4,0.7552122195022022,12,32,0
26,0,19,0.49051644841827313,7,48,0
9,4,11,1.0,9,52,0
38,5,19,0.7777636793968958,16,37,0
2,0,20,0.7929562458541115,1,83,0
19,4,7,0.12612670731124545,6,66,0
17,7,7,0.5907068182887939,13,119,0
26,2,7,0.16802656610760064,4,96,0
9,4,20,0.6556726366341207,9,117,0
14,2,14,0.6788074780629478,9,10,0
43,2,23,0.7781533364360415,4,125,0
18,0,3,0.6034118782786603,9,177,0
13,5,9,0.17537047368393271,13,67,0
4,5,23,0.5853180264634913,0,30,0
10,2,22,0.18541429860626446,3,112,0
70,0,15,1.0,9,149,0
37,5,20,0.7450837230787107,12,59,0
8,5,5,0.069893732542617,8,85,0
7,6,6,0.420569537640481,7,59,0
50,3,15,0.20293492406739488,1,170,0
21,1,15,0.8026779188935619,1,140,0
39,3,17,0.9027875935155232,6,31,0
26,0,15,0.7389317539229888,8,51,0
2,0,13,0.9825861525108172,2,127,0
13,6,17,0.4806259659700435,13,99,0
22,1,17,0.2845030396604283,15,131,0
45,3,8,0.7335623740281755,0,77,0
38,2,18,0.983731006199885,9,150,0
54,3,7,0.9591839084059375,13,47,0
14,1,6,0.12699081871786552,11,83,0
55,5,5,0.8173960876750039,1,72,0
9,3,9,0.29616905466117743,0,138,0
47,4,22,0.18079127899694658,12,77,0
33,4,9,0.8132981025420845,15,74,0
5,3,20,0.6173610846066675,1,96,0
27,5,12,0.17730246142345948,0,40,0
3,7,21,0.0,3,66,1
11,0,22,0.6478763245833083,1,8,0
52,0,17,0.9794364307352458,4,136,0
25,2,8,0.5206213854383308,2,59,0
4,0,19,0.7542900171413911,4,67,0
31,6,17,0.9543339045407045,14,63,0
6,4,7,0.7486668306455256,4,64,0
16,6,20,0.26203036180500594,16,110,1
36,4,13,0.33791474084503564,14,120,0
35,0,16,0.5776573148314958,11,145,0
42,3,7,0.7412913497891809,0,62,0
13,4,19,0.4194632462103772,11,104,0
23,0,17,0.860451741044267,17,34,0
38,2,7,0.2863490360478953,0,73,0
44,3,12,0.9130420324177978,6,47,0
28,0,22,0.878132950947368,1,65,0
19,0,18,0.31949426186559926,0,185,0
9,4,19,0.45236919036019796,7,119,0
8,4,12,0.7243762043285007,8,22,0
18,0,4,0.13552776539389555,1,88,0
53,3,8,0.8288204813657257,7,130,0
12,0,4,0.41139863212761774,9,168,0
35,4,20,0.8712756845241278,14,35,0
42,1,21,0.4585843230638225,7,97,0
15,0,15,0.6993876329410031,0,57,0
20,1,14,0.5031523828848048,7,24,0
40,0,12,0.5950829102770214,9,67,0
17,3,17,0.7165660019599642,12,83,0
13,0,20,0.167882442241071,13,1,0
22,6,16,0.8640375531933856,6,121,0
19,1,3,1.0,11,117,0
7,0,19,0.11329788780164779,2,1,0
35,3,17,0.8602364436010081,14,151,0
6,1,23,0.8418192462811402,2,71,0
22,0,13,0.1099701256128705,0,61,0
8,1,8,0.6383048804953124,7,152,0
14,7,8,0.5980583636060325,13,28,0
42,7,10,0.9800460330260776,14,150,0
35,0,22,0.2919369070028112,15,134,0
48,7,5,0.9126816448665448,0,151,0
23,0,23,0.8846515436817515,2,140,0
14,0,15,0.5133676122027334,9,112,0
20,0,12,0.7485409661103186,0,35,0
12,0,0,0.6967438977576093,12,14,0
7,0,17,0.2476352211583061,7,3,0
13,7,19,0.4596175977032474,13,43,1
52,1,9,0.3792890072757432,5,157,0
2,4,9,0.6894009262682929,1,84,0
22,6,19,0.7880709823550397,0,185,0
51,1,17,0.8728811207205832,6,26,0
4,4,11,0.6921941669090472,4,56,0
6,0,20,0.9757798684323874,0,101,0
42,7,12,1.0,10,123,0
26,1,21,0.4384740048720832,10,17,0
15,3,9,0.707730823335303,14,101,0
48,4,14,0.9146341245294556,4,53,0
43,5,4,0.9860714073103772,10,168,0
35,3,8,0.10542883135227467,10,144,0
14,7,21,0.4561504998613065,14,177,1
42,2,6,0.0736683671506022,2,79,0
13,4,6,0.5900891013789302,6,167,0
28,1,12,0.1740700628634732,0,67,0
46,2,22,0.0480857014009787,18,80,0
61,0,6,0.09522658128242861,0,67,0
14,1,7,0.7985219806777815,14,20,0
6,7,11,0.2118994394139616,1,133,0
28,1,5,0.8426351927798942,11,41,0
11,4,23,0.09128800481088398,8,74,0
18,7,12,0.7809537682926986,6,173,0
16,6,16,0.38230872143002137,11,40,0
13,1,23,0.8828610824171088,13,38,0
12,4,8,0.569698687571279,12,119,0
35,1,19,0.9641955989218102,11,157,0
63,5,15,0.6539052842261425,3,92,0
19,0,18,0.7028514528625125,1,173,0
37,6,22,0.38942176593713507,10,105,0
34,2,6,0.41531810190288343,4,178,0
45,4,4,0.8968980374256197,6,160,0
3,1,18,0.6405753353267992,3,90,0
45,0,16,0.10535592718993492,12,96,0
59,2,5,0.6477836020476702,5,159,0
52,2,14,0.3234156379359585,5,154,0
35,1,8,0.9510881913747719,5,116,0
49,4,15,0.029716753723852518,8,42,0
39,7,9,0.7869017516565866,8,32,0
58,0,5,0.7165314793369492,2,165,0
51,7,19,0.5364050420100305,4,96,0
24,5,16,0.33225622287488515,9,156,0
47,0,17,1.0,12,161,0
36,1,5,0.7115634847331307,1,49,0
9,0,10,0.9053220395670722,1,1,0
55,1,20,0.5784582707861569,12,174,0
6,7,14,0.20886719785683538,6,170,0
33,1,22,1.0,8,134,0
12,5,16,0.5614583483651642,12,15,0
40,1,10,0.6012115743354626,12,150,0
6,0,9,0.8175011848151466,6,122,0
27,2,10,0.2394430020253509,2,65,0
42,0,17,0.9601394573853642,16,169,0
38,7,5,0.6297962993810492,8,68,0
11,5,7,0.5506976042848151,10,82,0
14,1,18,0.257556413463413,14,18,0
40,4,3,0.3762774721541298,0,76,0
55,0,20,0.12310918119265374,11,107,0
29,0,7,0.359137465403691,2,113,0
34,0,20,0.7282338114679512,12,183,0
41,2,23,0.8466348274031383,9,127,0
30,1,22,0.8681516669427544,1,115,0
31,1,18,0.6128586072282023,7,176,0
57,0,18,0.8147109795782178,6,127,0
31,2,21,1.0,6,159,0
14,3,20,0.1116743207420634,14,10,0
28,3,2,0.6414538619667443,11,37,0
11,0,9,0.5881310158488825,11,125,0
35,3,20,0.7588120588111766,5,62,0
9,4,8,0.10459162962374437,9,81,0
47,3,21,0.661410934102422,2,153,0
59,0,20,0.1715847938708575,11,108,0
11,7,17,0.36663672519228774,11,106,1
21,6,22,0.4560482868054303,10,177,0
14,4,21,0.8069624773570903,0,1,0
18,0,20,0.23989557302152015,5,9,0
22,0,23,0.35075044817623435,10,77,0
17,7,17,0.6647190769762485,2,172,0
42,2,20,0.9167003720522054,10,53,0
30,2,17,0.8178179137840781,7,47,0
43,6,12,1.0,12,107,0
14,2,10,0.580375337787472,8,21,0
12,5,15,0.8401098407867766,4,4,0
22,7,13,0.5953594329852072,8,56,0
35,1,17,0.2794741913795479,12,87,0
20,2,17,0.8523928814089022,1,131,0
40,4,5,0.12843726476064193,5,73,0
20,5,12,0.468675099111658,4,86,0
55,7,10,1.0,12,162,0
12,2,12,1.0,12,29,0
40,5,6,0.23503179722943165,16,33,0
10,5,6,0.06361630269895685,10,79,0
61,2,5,0.6085457964442151,7,56,0
61,2,10,0.2899911315241691,12,119,0
11,2,20,0.15813886960857407,9,68,0
14,5,8,0.730586510772395,7,147,0
47,5,7,0.3497049212513783,5,147,0
33,2,18,0.5667813962654598,14,50,0
59,0,20,0.1357905308921536,15,107,0
53,2,21,0.7903932149702396,11,149,0
36,5,7,0.9449906235481809,7,144,0
19,3,5,0.49553475107838785,6,180,0
37,7,7,0.08565417892621985,15,53,0
11,3,9,0.6126870258676478,11,58,0
17,1,4,0.4390835452436983,5,109,0
19,0,9,0.9387052127501819,6,22,0
20,4,20,0.9069707684595367,0,167,0
15,0,23,0.6185833444128184,12,149,0
29,2,11,0.28849006487578166,0,62,0
16,7,8,0.7654335605532588,12,46,0
54,7,4,0.2569492006701728,1,142,0
64,0,13,0.9395014376185268,9,123,0
23,0,20,0.07878914240262604,8,15,0
36,5,11,0.7001011074305447,6,16,0
45,1,8,0.5635606447048652,12,130,0
14,2,16,0.4393046976031115,14,135,0
57,2,17,0.7726984360455339,5,149,0
21,5,8,0.7601136355104731,11,104,0
45,0,19,0.8112501665439917,15,181,0
15,6,15,0.15947628701791813,15,12,1
56,3,6,0.451350922937304,4,146,0
14,0,4,1.0,14,121,0
9,7,11,0.9794490483647101,8,34,0
64,0,18,0.462631484250727,6,20,0
45,4,18,0.26582567718966454,15,84,0
14,0,23,0.8421661124303862,10,28,0
42,4,3,0.8542392204754685,4,130,0
17,0,23,0.657814397893426,8,103,0
46,3,9,0.31570171543268355,12,109,0
29,6,10,0.31233087325064013,0,31,0
32,5,5,0.20169566730666005,16,48,0
22,6,14,0.9579699684351382,8,124,0
28,0,4,1.0,0,20,0
61,2,9,0.13420708335974457,13,82,0
13,0,21,0.19906724488593128,13,130,0
62,3,5,0.2514216228400476,11,115,0
9,2,7,0.26152928507584045,9,140,0
16,3,20,1.0,4,129,0
57,1,21,0.0,11,88,0
15,0,2,1.0,13,121,0
48,5,17,0.6307657507587774,16,141,0
37,0,8,0.6839307493397435,13,163,0
23,5,21,0.9059304478418756,5,133,0
21,2,6,0.55965580267476,3,55,0
11,1,19,0.47812152642310335,3,134,0
37,5,14,0.08811571670299656,8,156,0
15,1,21,0.44423087432749647,9,65,0
14,2,18,0.8996252605763684,5,139,0
51,3,8,0.41374145293130304,8,181,0
3,0,15,0.9486023507355986,3,123,0
20,4,23,0.46611658609240236,7,120,0
32,1,21,0.4172663035564063,8,93,0
18,3,6,0.7495711325584407,9,168,0
13,0,6,0.31893390477258643,9,167,0
48,4,6,1.0,9,156,0
50,4,3,1.0,4,30,0
45,4,7,1.0,5,77,0
41,6,6,0.20795591191328736,8,49,0
7,5,16,0.8896286053613234,7,125,0
37,3,21,0.9188257499142733,0,120,0
48,7,10,1.0,15,103,0
22,2,20,0.5954221980811056,12,116,0
58,2,16,0.670210430446267,7,73,0
54,3,13,0.8834726045219176,12,110,0
32,0,16,0.12699620218814306,9,106,0
19,2,17,0.19774732140778786,8,139,0
13,3,6,0.5218016048543077,4,114,0
18,5,14,0.6169400085543442,7,173,0
38,3,23,0.9172657808217248,0,120,0
11,4,0,0.24307917758496525,10,97,0
17,6,14,0.883787387219138,4,162,0
29,0,4,0.8634113850812045,5,141,0
36,6,0,1.0,5,103,0
70,2,11,0.5648109838834634,10,48,0
22,7,2,0.8211475921097131,15,61,0
28,7,20,0.5963104593550599,13,25,0
31,2,20,0.6350982046541621,7,112,0
28,2,13,0.2129831325691491,2,92,0
20,1,17,0.0284628408591302,13,1,0
38,5,12,0.8203240624522872,5,170,0
8,5,12,0.9945727105453841,8,159,0
19,3,5,0.3482053630860056,10,137,0
11,3,7,0.5304691550632724,8,157,0
2,1,16,0.39894124361936234,0,74,0
59,0,13,0.8746808497419689,13,19,0
29,3,5,0.06818350193039618,16,58,0
6,5,5,0.16217364169966397,6,98,0
25,7,4,1.0,15,41,0
52,5,7,1.0,1,85,0
18,0,6,0.5800633656174891,7,169,0
16,0,5,0.3005260979617506,1,85,0
38,4,23,0.7388157164659693,6,131,0
1,6,7,0.09047293784728096,0,63,0
34,6,8,0.2964709518836057,0,46,0
8,0,17,0.741818472020008,8,141,0
17,6,8,0.6507917782528913,7,39,0
59,2,10,0.5351936867609587,5,144,0
23,2,11,0.9247544600334995,1,63,0
18,0,5,0.616316450273061,9,164,0
12,1,18,1.0,12,23,0
39,6,5,0.18928489461174108,6,146,0
45,3,18,0.6172730678949744,2,153,0
49,2,6,0.8450624216077508,0,69,0
50,4,4,0.04270963820501686,0,147,0
37,3,23,0.32712101667065724,4,152,0
45,5,5,0.8591562571875043,6,125,0
60,0,10,0.87616380124001,17,65,0
54,5,14,1.0,7,113,0
52,2,15,0.5049710421586957,10,117,0
48,2,14,0.46932598034558165,1,67,0
18,1,23,0.6794478048677877,11,160,0
19,1,12,0.8666166979724409,14,32,0
43,6,6,0.13237295170854368,15,32,0
50,0,16,0.7733914009870055,12,67,0
13,5,7,0.7800318496183919,12,128,0
41,0,17,0.2714268084802445,1,150,0
54,2,11,0.5437249233677166,6,173,0
18,5,19,0.6262862663555506,13,22,0
29,6,14,0.48327983245178,12,72,0
8,5,5,1.0,8,110,0
46,4,6,1.0,5,157,0
33,7,9,0.3542814367261973,14,38,0
5,2,8,0.33156180682867076,2,108,0
25,7,22,0.26552751124114193,11,180,0
29,6,13,0.5465247729465534,12,47,0
6,1,11,0.8267163892585143,6,166,0
11,4,7,0.9708406587655893,5,155,0
56,2,16,0.8428598113122124,6,14,0
22,0,18,0.3674904691887235,12,88,0
45,7,16,0.9930111849052913,5,114,0
50,4,17,0.6919567772885478,14,139,0
24,2,14,0.8065397395399353,0,63,0
11,3,13,0.9265534360466613,5,160,0
25,5,3,0.4894688827164675,10,48,0
47,7,18,0.17977646295600846,13,109,0
16,0,23,0.07588602579685022,9,83,0
21,5,22,0.5182236199886981,11,91,0
30,2,23,0.4811744002689301,11,89,0
1,6,5,0.14300415119998494,1,48,0
6,4,8,0.1746633787264686,6,66,0
8,2,23,1.0,8,40,0
12,5,2,0.7025684969146535,8,63,0
50,4,10,0.640891650774799,0,140,0
19,7,8,0.8526847395251974,10,47,0
33,1,18,0.6883841488715903,6,174,0
55,3,7,0.13390628169051125,0,147,0
0,4,9,0.6877562500723685,0,84,0
55,6,23,0.03874922681107282,8,31,0
25,2,21,0.4751061516721875,16,95,0
19,2,7,0.7042203711185285,10,24,0
12,7,8,0.8720326502613018,12,40,0
37,3,9,0.6331332917363198,0,56,0
47,3,4,0.5482177746731862,8,188,0
42,6,23,0.7036571182794323,8,101,0
40,6,21,0.21039954538771474,0,84,0
5,6,13,0.8623017186697077,5,48,0
30,7,9,0.7482148310706191,9,8,0
4,0,23,0.044242335129879795,4,105,0
16,6,20,0.4928505700041616,5,24,0
9,4,19,0.9502036117905966,9,50,0
1,7,15,0.2948214895214127,1,63,0
68,2,10,0.6769062115622433,4,159,0
58,1,16,0.8135133037266047,14,134,0
16,0,19,0.5241549690350518,8,103,0
37,6,10,0.7189456480387219,10,27,0
44,7,3,0.9194319135162833,0,164,0
9,0,9,0.4167559188639708,9,131,0
56,4,8,0.5452430658993599,6,58,0
31,1,23,0.2514925114920159,8,96,0
31,0,8,0.945725532027649,6,99,0
19,2,19,0.8847132158453572,13,56,0
21,1,23,0.6826874227192131,13,34,0
34,4,23,1.0,8,116,0
25,5,3,0.3295875829147213,2,166,0
6,1,12,0.28266992275693476,6,10,0
57,2,12,0.7453951883346865,6,143,0
46,3,18,0.25732640668008144,2,146,0
14,2,23,0.7419730305798449,5,56,0
30,5,7,0.5950207330259781,3,169,0
33,2,18,0.10045667667529208,6,93,0
10,6,10,0.9872395774916657,10,41,0
18,0,18,0.1476115222296936,11,143,0
54,5,4,0.30836700983653376,3,172,0
24,1,11,0.05105859723620523,3,71,0
16,0,5,1.0,16,117,0
41,3,7,0.3288293134545329,13,142,0
46,7,14,0.6351017502756189,15,141,0
50,4,14,0.7470554852091502,2,77,0
52,0,11,0.9206639795287702,8,126,0
47,3,18,0.937123442529179,14,53,0
61,6,22,0.1519766290898844,6,8,0
6,7,23,0.20702620357087914,6,47,0
46,5,6,0.3278081181269631,4,177,0
7,0,10,0.5793802579908254,2,47,0
10,4,7,0.0625628713866361,10,90,0
42,0,18,0.9826240202059014,13,175,0
59,2,8,1.0,10,2,0
45,0,13,0.6035692186681527,8,143,0
17,6,15,0.7433340986060535,8,183,0
35,5,7,0.9926385892209352,6,151,0
56,4,22,0.8524947892134742,14,168,0
6,2,17,1.0,6,173,0
22,2,20,0.8422253903210628,3,163,0
42,3,11,0.8243892096733382,11,71,0
41,7,6,0.5879721724730067,8,80,0
44,0,15,0.5110025571511333,5,149,0
23,3,23,1.0,5,136,0
10,6,19,0.41250671536879596,10,106,0
44,6,7,0.2449036912274553,11,36,0
28,1,7,0.7376704979289401,3,104,0
56,1,18,0.8879951930062098,5,140,0
33,2,8,0.3580592261191248,5,55,0
61,0,14,1.0,18,34,0
8,7,6,0.5410815219087899,8,65,0
16,3,10,0.9734157972378623,12,131,0
30,2,21,0.4841110978121816,16,86,0
55,5,13,0.09030765590090846,16,102,0
43,2,5,0.3024699578644712,10,37,0
54,3,12,0.3288261385292758,13,118,0
49,3,16,0.9669205475671767,5,116,0
24,2,18,0.8685090984709782,1,155,0
32,6,9,0.8346652712386252,4,133,0
42,0,7,1.0,7,101,0
39,0,12,0.5258880331914213,4,97,0
38,6,19,0.8884253280065141,7,53,0
17,4,16,0.4827351147376445,10,108,0
19,2,7,0.36602117510753074,4,103,0
53,7,5,0.14968637376665672,5,72,0
24,7,13,0.5559432793470602,11,68,0
15,5,23,0.6445960282090608,9,99,0
44,5,10,0.23127625798593524,0,23,0
36,7,8,0.5624479259297454,5,82,0
50,4,17,0.25882275279933425,7,14,0
40,7,7,0.950643382382788,4,56,0
41,4,4,0.023251985708690026,0,85,0
34,3,16,0.5643571129969971,14,49,0
39,1,19,0.9383751862263882,9,68,0
54,7,3,0.44944223239647885,1,160,0
9,7,6,0.6552633332760773,9,52,0
37,4,6,0.9879645377032829,8,151,0
14,0,6,0.22756901421044157,2,98,0
51,3,10,0.6146923245694166,13,53,0
63,2,10,0.7431130366045949,0,163,0
11,7,6,0.5911741596788487,5,80,0
15,0,18,1.0,15,33,0
12,0,12,0.5397915086178481,0,41,0
9,3,12,0.8755789625837802,5,156,0
35,5,21,0.12553214299013,0,106,0
36,7,19,0.1818432176444259,2,72,0
7,2,14,0.9496252316064435,4,174,0
29,7,5,0.20842731869784464,8,166,0
17,3,15,0.29527109971734905,13,10,0
14,4,10,0.3858625176328543,4,165,0
40,0,9,0.650356799953647,4,137,0
52,1,6,0.4402163507814435,5,33,0
21,1,23,0.4704503527095183,13,25,0
37,0,4,1.0,1,52,0
54,6,18,0.4580961144690464,8,15,0
20,3,6,0.9627530953671442,12,103,0
38,7,7,1.0,0,29,0
10,2,20,0.7603844154650216,10,34,0
24,1,17,0.2870219685071692,1,172,0
6,6,14,0.9563796409290787,6,174,0
52,0,9,0.5633960651700384,6,155,0
10,6,17,0.6462850968413281,0,50,0
44,2,4,0.5240376067952848,8,165,0
33,1,13,0.24910458325813423,1,57,0
63,0,19,0.77344015613649,1,140,0
3,7,6,0.08511550665473384,3,48,0
34,4,10,0.49160928548328764,0,31,0
31,6,8,0.5555275418543233,7,76,0
52,6,7,0.6911034266551948,11,71,0
39,7,9,0.2228132182787153,12,60,0
68,0,6,0.8098003083913345,11,1,0
52,5,6,0.0,1,150,0
9,1,5,0.6556078672759849,4,18,0
9,0,12,0.41304709129923495,0,59,0
8,7,7,1.0,6,60,0
39,4,8,0.7542863414044808,18,147,0
27,5,15,0.9950297008806772,9,45,0
41,5,12,0.820530608169274,9,26,0
61,5,10,0.22773595645300512,14,86,0
35,4,9,1.0,6,42,0
11,3,8,0.4168187205799366,8,170,0
14,7,17,0.5279437176418471,14,43,1
8,0,5,0.4794995572090314,8,107,0
22,3,8,0.8059949823735689,5,162,0
53,0,15,0.7492313252788618,2,131,0
12,0,15,0.4856457077593628,4,116,0
32,3,17,1.0,10,152,0
37,4,3,0.9995323033392894,8,143,0
49,6,18,0.6708712290789887,15,156,0
30,0,21,0.02385193123401197,16,139,0
27,2,22,0.6776891494431458,13,98,0
49,7,15,0.9983090836930998,9,131,0
34,6,0,0.0,14,45,0
26,7,18,0.5098368166268433,12,42,0
